,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,19,22,0,0,19,0,0,0,0,0,3,0,0,264,0
1,Setupjava,0,0,0,0,0,0,0,0,0,0,0,0,0,286,7
2,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,0,286,2
3,SetupNodejs,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0
4,RuntheMavenverifyphase,263,264,0,0,263,0,0,0,0,0,1,0,0,22,130
