,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,638,655,0,0,635,0,0,3,0,0,20,0,0,3208,4
1,UseJava8,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,4
2,Deployartifacts,3208,3211,0,0,3208,0,0,0,0,0,3,0,0,655,174
