,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,18,25,0,0,18,0,0,0,0,0,7,0,0,1952,1
1,SetupJavamatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,2
2,BuildwithMaven,1947,1952,0,0,1947,0,0,0,0,0,5,0,0,25,99
