,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,Checkout,3966,4228,0,0,3966,0,0,0,0,0,262,0,0,0,3
1,UseJavamatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,6
2,BuildandtestJavamatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,6
