,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,121,134,0,0,121,0,0,0,0,0,13,0,1,1658,1
1,DownloadMavenDownloadwithdefaultJDKbecauseOpenJDK6doesnotsupportTLS12,0,0,0,0,0,0,0,0,0,0,0,0,1,1792,1
2,SetupJDK6,0,0,0,0,0,0,0,0,0,0,0,0,1,1792,7
3,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,1,1792,8
4,Buildandverify,1644,1659,1,0,1643,0,0,0,0,0,15,0,0,134,43
