22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;starting_build_uses-checkout_14;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;starting_build_uses-checkout_14;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;starting_build_uses-checkout_14;ATTRIB
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;starting_build_uses-checkout_14;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;starting_build_uses-checkout_14;DELETE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;;OPEN,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;;ACCESS,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;;CLOSE_NOWRITE,CLOSE,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;.git;CREATE,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;.git;OPEN,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;.git;ACCESS,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/;.git;CLOSE_NOWRITE,CLOSE,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/;hooks;CREATE,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/;hooks;OPEN,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/;hooks;ACCESS,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/;hooks;CLOSE_NOWRITE,CLOSE,ISDIR
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-receive.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-receive.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-receive.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-receive.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;post-update.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;post-update.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;post-update.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;post-update.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;prepare-commit-msg.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;prepare-commit-msg.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;prepare-commit-msg.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;prepare-commit-msg.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-commit.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-commit.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-commit.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-commit.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;applypatch-msg.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;applypatch-msg.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;applypatch-msg.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;applypatch-msg.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;push-to-checkout.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;push-to-checkout.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;push-to-checkout.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;push-to-checkout.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;update.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;update.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;update.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;update.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-applypatch.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-applypatch.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-applypatch.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-applypatch.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-rebase.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-rebase.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-rebase.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-rebase.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;fsmonitor-watchman.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;fsmonitor-watchman.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;fsmonitor-watchman.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;fsmonitor-watchman.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-push.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-push.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-push.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-push.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;commit-msg.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;commit-msg.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;commit-msg.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;commit-msg.sample;CLOSE_WRITE,CLOSE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-merge-commit.sample;CREATE
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-merge-commit.sample;OPEN
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-merge-commit.sample;MODIFY
22:59:05;/home/runner/work/Java-WebSocket/Java-WebSocket/.git/hooks/;pre-merge-commit.sample;CLOSE_WRITE,CLOSE
