,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,201,252,0,0,201,0,0,0,0,0,51,0,0,24,1
1,Setupjava,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0
2,test,23,24,0,0,23,0,0,0,0,0,1,0,0,252,65
