,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,20,22,0,0,20,0,0,0,0,0,2,0,0,269,1
1,Setupjava,0,0,0,0,0,0,0,0,0,0,0,0,0,291,3
2,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1
3,SetupNodejs,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1
4,RuntheMavenverifyphase,269,269,0,0,269,0,0,0,0,0,0,0,0,22,137
