,file_name,last_access_index,last_modify_index,creation_index,last_access_step,last_modify_step,creation_step
0,/home/runner/work/pipelines-java/pipelines-java/target/helloworld.war,-1,2640,2143,Not provided,Autobuild,Autobuild
1,/home/runner/work/pipelines-java/pipelines-java/target/maven-status/maven-compiler-plugin/compile/default-compile/inputFiles.lst,-1,1685,1683,Not provided,Autobuild,Autobuild
2,/home/runner/work/pipelines-java/pipelines-java/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile/inputFiles.lst,-1,1904,1902,Not provided,Autobuild,Autobuild
3,/home/runner/work/pipelines-java/pipelines-java/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile/createdFiles.lst,-1,1900,1898,Not provided,Autobuild,Autobuild
4,/home/runner/work/pipelines-java/pipelines-java/target/test-classes/MyTest.class,-1,1815,1813,Not provided,Autobuild,Autobuild
5,/home/runner/work/pipelines-java/pipelines-java/target/maven-status/maven-compiler-plugin/compile/default-compile/createdFiles.lst,-1,1681,1679,Not provided,Autobuild,Autobuild
