,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,409,425,0,0,409,0,0,0,0,0,16,0,0,98,5
1,SetupJDKmatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,0,523,12
2,CacheMavenpackages,0,0,0,0,0,0,0,0,0,0,0,0,0,523,3
3,Runtests,98,98,0,0,98,0,0,0,0,0,0,0,0,425,62
