,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,418,440,0,0,418,0,0,0,0,0,22,0,0,96,4
1,SetupJDKmatrixjavaversion,0,0,0,0,0,0,0,0,0,0,0,0,0,536,11
2,CachelocalMavenrepository,0,0,0,0,0,0,0,0,0,0,0,0,0,536,3
3,Runtests,96,96,0,0,96,0,0,0,0,0,0,0,0,440,59
