,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,36,8,0,0,7,0,0,29,0,0,1,0,0,3,1
1,SetupJDK18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11
2,TestwithMaven,3,32,0,0,3,0,0,0,0,0,29,0,0,8,11
3,Codecov,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2
