,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,120,133,0,0,120,0,0,0,0,0,13,0,1,1761,1
1,DownloadMavenDownloadwithdefaultJDKbecauseOpenJDK6doesnotsupportTLS12,0,0,0,0,0,0,0,0,0,0,0,0,1,1894,2
2,SetupJDK6,0,0,0,0,0,0,0,0,0,0,0,0,1,1894,4
3,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,1,1894,1
4,Buildandverify,1726,1762,1,0,1725,0,0,0,0,0,36,0,0,133,27
