,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-setup-python,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1
1,yamlllint,0,0,0,0,0,0,0,0,0,0,0,0,0,110,13
2,cfnlint,0,0,0,0,0,0,0,0,0,0,0,0,0,110,17
3,license,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0
