,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,222,288,0,0,222,0,0,0,0,0,66,0,0,0,1
1,uses-setup-dart,0,0,0,0,0,0,0,0,0,0,0,0,0,288,12
2,test,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0
