,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,31,31,0,0,31,0,0,0,0,0,0,0,0,0,2
1,uses-cache,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2
2,SetupJDKmatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
3,BuildwithMaven,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8
