,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,58,68,0,0,58,0,0,0,0,0,10,0,1,14,1
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,1,82,13
2,BuildwithMaven,13,15,1,0,12,0,0,0,0,0,2,0,0,68,76
