,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,199,243,0,0,199,0,0,0,0,0,44,0,0,0,1
1,test,0,0,0,0,0,0,0,0,0,0,0,0,0,243,23
2,checkformatting,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1
