,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,120,133,0,0,120,0,0,0,0,0,13,0,1,1915,0
1,DownloadMaven,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,2
2,SetupJDK6,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,8
3,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,1
4,Buildandverify,1894,1916,1,0,1893,0,0,0,0,0,22,0,0,133,46
