,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,6,8,0,0,6,0,0,0,0,0,2,0,0,145,1
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,0,153,13
2,BuildwithMaven,135,145,0,0,135,0,0,0,0,0,10,0,0,8,32
