,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,22,22,0,0,22,0,0,0,0,0,0,0,0,1,2
1,uses-cache,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
2,SetupJDKmatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
3,BuildwithMaven,1,1,0,0,1,0,0,0,0,0,0,0,0,22,11
