,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,499,535,0,0,499,0,0,0,0,0,36,0,0,92,10
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,0,627,12
2,CacheNodedependencies,0,0,0,0,0,0,0,0,0,0,0,0,0,627,2
3,Runtests,92,92,0,0,92,0,0,0,0,0,0,0,0,535,51
