,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,379,228,0,0,215,0,0,164,0,0,13,0,193,309,2
1,SetupJDK11,0,0,0,0,0,0,0,0,0,0,0,0,193,701,9
2,uses-cache,0,0,0,0,0,0,0,0,0,0,0,0,193,701,13
3,Grantexecutepermissionforgradlew,0,0,0,0,0,0,0,0,0,0,0,0,193,701,0
4,BuildwithGradle,485,666,187,0,298,0,0,0,6,0,175,0,0,228,1049
5,Checkproceduresincludedinapocfull,0,0,0,0,0,0,0,0,0,0,0,0,193,701,2
6,Archivetestresults,0,0,0,0,0,0,0,0,0,0,0,0,193,701,20
