,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,CheckoutGitHubrepo,142,172,0,0,142,0,0,0,0,0,30,0,0,0,1
1,SetupJava,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0
2,StartXvfb,0,0,0,0,0,0,0,0,0,0,0,0,0,172,7
3,RuntestsonLinux,0,0,0,0,0,0,0,0,0,0,0,0,0,172,9
