,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,193,239,0,0,193,0,0,0,0,0,46,0,0,23,1
1,Setupjava,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0
2,test,23,23,0,0,23,0,0,0,0,0,0,0,0,239,65
