,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,4,4,0,0,4,0,0,0,0,0,0,0,0,1,1
1,uses-cache,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
2,SetupJDKmatrixjava,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3,BuildwithMaven,0,1,0,0,0,0,0,0,0,0,1,0,0,4,8
