,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,121,135,0,0,121,0,0,0,0,0,14,0,1,1916,1
1,DownloadMavenDownloadwithdefaultJDKbecauseOpenJDK6doesnotsupportTLS12,0,0,0,0,0,0,0,0,0,0,0,0,1,2051,5
2,SetupJDK6,0,0,0,0,0,0,0,0,0,0,0,0,1,2051,6
3,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,1,2051,2
4,Buildandverify,1805,1917,1,0,1804,0,0,0,0,0,112,0,0,135,49
