,step_name,#c,#m,cma,cm_a,cm__a,c_ma,c_m_a,c_m__a,_cma,_cm_a,_cm__a,_c_ma,_c_m_a,_c_m__a,time
0,uses-checkout,16273,16920,0,0,16273,0,0,0,0,0,647,0,3544,2560,8
1,SetupJDK,0,0,0,0,0,0,0,0,0,0,0,0,3544,19480,1
2,Build,6070,1191,0,0,1190,3537,3,1340,0,0,1,2,2,16949,58
3,ExtractprojectMavenversion,0,0,0,0,0,0,0,0,0,0,0,0,3544,19480,6
4,Deploysnapshot,10,4913,2,2,6,0,0,0,3,3537,1363,0,0,18111,22
